id,vocal_channel,emotion,emotional_intensity,repetition,gender
03-01-02-02-01-01-21.wav,speech,calm,strong,1,male
03-01-02-02-01-01-22.wav,speech,calm,strong,1,female
03-01-02-02-01-01-23.wav,speech,calm,strong,1,male
03-01-02-02-01-01-24.wav,speech,calm,strong,1,female
03-01-02-02-01-02-01.wav,speech,calm,strong,2,male
03-01-02-02-01-02-02.wav,speech,calm,strong,2,female
03-01-02-02-01-02-03.wav,speech,calm,strong,2,male
03-01-02-02-01-02-04.wav,speech,calm,strong,2,female
03-01-02-02-01-02-05.wav,speech,calm,strong,2,male
03-01-02-02-01-02-06.wav,speech,calm,strong,2,female
03-01-02-02-01-02-07.wav,speech,calm,strong,2,male
03-01-02-02-01-02-08.wav,speech,calm,strong,2,female
03-01-02-02-01-02-09.wav,speech,calm,strong,2,male
03-01-02-02-01-02-10.wav,speech,calm,strong,2,female
03-01-02-02-01-02-11.wav,speech,calm,strong,2,male
03-01-02-02-01-02-12.wav,speech,calm,strong,2,female
03-01-02-02-01-02-13.wav,speech,calm,strong,2,male
03-01-02-02-01-02-14.wav,speech,calm,strong,2,female
03-01-02-02-01-02-15.wav,speech,calm,strong,2,male
03-01-02-02-01-02-16.wav,speech,calm,strong,2,female
03-01-02-02-01-02-17.wav,speech,calm,strong,2,male
03-01-02-02-01-02-18.wav,speech,calm,strong,2,female
03-01-02-02-01-02-19.wav,speech,calm,strong,2,male
03-01-02-02-01-02-20.wav,speech,calm,strong,2,female
03-01-02-02-01-02-21.wav,speech,calm,strong,2,male
03-01-02-02-01-02-22.wav,speech,calm,strong,2,female
03-01-02-02-01-02-23.wav,speech,calm,strong,2,male
03-01-02-02-01-02-24.wav,speech,calm,strong,2,female
03-01-02-02-02-01-01.wav,speech,calm,strong,1,male
03-01-02-02-02-01-02.wav,speech,calm,strong,1,female
03-01-02-02-02-01-03.wav,speech,calm,strong,1,male
03-01-02-02-02-01-04.wav,speech,calm,strong,1,female
03-01-02-02-02-01-05.wav,speech,calm,strong,1,male
03-01-02-02-02-01-06.wav,speech,calm,strong,1,female
03-01-02-02-02-01-07.wav,speech,calm,strong,1,male
03-01-02-02-02-01-08.wav,speech,calm,strong,1,female
03-01-02-02-02-01-09.wav,speech,calm,strong,1,male
03-01-02-02-02-01-10.wav,speech,calm,strong,1,female
03-01-02-02-02-01-11.wav,speech,calm,strong,1,male
03-01-02-02-02-01-12.wav,speech,calm,strong,1,female
03-01-02-02-02-01-13.wav,speech,calm,strong,1,male
03-01-02-02-02-01-14.wav,speech,calm,strong,1,female
03-01-02-02-02-01-15.wav,speech,calm,strong,1,male
03-01-02-02-02-01-16.wav,speech,calm,strong,1,female
03-01-02-02-02-01-17.wav,speech,calm,strong,1,male
03-01-02-02-02-01-18.wav,speech,calm,strong,1,female
03-01-02-02-02-01-19.wav,speech,calm,strong,1,male
03-01-02-02-02-01-20.wav,speech,calm,strong,1,female
03-01-02-02-02-01-21.wav,speech,calm,strong,1,male
03-01-02-02-02-01-22.wav,speech,calm,strong,1,female
03-01-02-02-02-01-23.wav,speech,calm,strong,1,male
03-01-02-02-02-01-24.wav,speech,calm,strong,1,female
03-01-02-02-02-02-01.wav,speech,calm,strong,2,male
03-01-02-02-02-02-02.wav,speech,calm,strong,2,female
03-01-02-02-02-02-03.wav,speech,calm,strong,2,male
03-01-02-02-02-02-04.wav,speech,calm,strong,2,female
03-01-02-02-02-02-05.wav,speech,calm,strong,2,male
03-01-02-02-02-02-06.wav,speech,calm,strong,2,female
03-01-02-02-02-02-07.wav,speech,calm,strong,2,male
03-01-02-02-02-02-08.wav,speech,calm,strong,2,female
03-01-02-02-02-02-09.wav,speech,calm,strong,2,male
03-01-02-02-02-02-10.wav,speech,calm,strong,2,female
03-01-02-02-02-02-11.wav,speech,calm,strong,2,male
03-01-02-02-02-02-12.wav,speech,calm,strong,2,female
03-01-02-02-02-02-13.wav,speech,calm,strong,2,male
03-01-02-02-02-02-14.wav,speech,calm,strong,2,female
03-01-02-02-02-02-15.wav,speech,calm,strong,2,male
03-01-02-02-02-02-16.wav,speech,calm,strong,2,female
03-01-02-02-02-02-17.wav,speech,calm,strong,2,male
03-01-02-02-02-02-18.wav,speech,calm,strong,2,female
03-01-02-02-02-02-19.wav,speech,calm,strong,2,male
03-01-02-02-02-02-20.wav,speech,calm,strong,2,female
03-01-02-02-02-02-21.wav,speech,calm,strong,2,male
03-01-02-02-02-02-22.wav,speech,calm,strong,2,female
03-01-02-02-02-02-23.wav,speech,calm,strong,2,male
03-01-02-02-02-02-24.wav,speech,calm,strong,2,female
03-01-03-01-01-01-01.wav,speech,happy,normal,1,male
03-01-03-01-01-01-02.wav,speech,happy,normal,1,female
03-01-03-01-01-01-03.wav,speech,happy,normal,1,male
03-01-03-01-01-01-04.wav,speech,happy,normal,1,female
03-01-03-01-01-01-05.wav,speech,happy,normal,1,male
03-01-03-01-01-01-06.wav,speech,happy,normal,1,female
03-01-03-01-01-01-07.wav,speech,happy,normal,1,male
03-01-03-01-01-01-08.wav,speech,happy,normal,1,female
03-01-03-01-01-01-09.wav,speech,happy,normal,1,male
03-01-03-01-01-01-10.wav,speech,happy,normal,1,female
03-01-03-01-01-01-11.wav,speech,happy,normal,1,male
03-01-03-01-01-01-12.wav,speech,happy,normal,1,female
03-01-03-01-01-01-13.wav,speech,happy,normal,1,male
03-01-03-01-01-01-14.wav,speech,happy,normal,1,female
03-01-03-01-01-01-15.wav,speech,happy,normal,1,male
03-01-03-01-01-01-16.wav,speech,happy,normal,1,female
03-01-03-01-01-01-17.wav,speech,happy,normal,1,male
03-01-03-01-01-01-18.wav,speech,happy,normal,1,female
03-01-03-01-01-01-19.wav,speech,happy,normal,1,male
03-01-03-01-01-01-20.wav,speech,happy,normal,1,female
03-01-03-01-01-01-21.wav,speech,happy,normal,1,male
03-01-03-01-01-01-22.wav,speech,happy,normal,1,female
03-01-03-01-01-01-23.wav,speech,happy,normal,1,male
03-01-03-01-01-01-24.wav,speech,happy,normal,1,female
03-01-03-01-01-02-01.wav,speech,happy,normal,2,male
03-01-03-01-01-02-02.wav,speech,happy,normal,2,female
03-01-03-01-01-02-03.wav,speech,happy,normal,2,male
03-01-03-01-01-02-04.wav,speech,happy,normal,2,female
03-01-03-01-01-02-05.wav,speech,happy,normal,2,male
03-01-03-01-01-02-06.wav,speech,happy,normal,2,female
03-01-03-01-01-02-07.wav,speech,happy,normal,2,male
03-01-03-01-01-02-08.wav,speech,happy,normal,2,female
03-01-03-01-01-02-09.wav,speech,happy,normal,2,male
03-01-03-01-01-02-10.wav,speech,happy,normal,2,female
03-01-03-01-01-02-11.wav,speech,happy,normal,2,male
03-01-03-01-01-02-12.wav,speech,happy,normal,2,female
03-01-03-01-01-02-13.wav,speech,happy,normal,2,male
03-01-03-01-01-02-14.wav,speech,happy,normal,2,female
03-01-03-01-01-02-15.wav,speech,happy,normal,2,male
03-01-03-01-01-02-16.wav,speech,happy,normal,2,female
03-01-03-01-01-02-17.wav,speech,happy,normal,2,male
03-01-03-01-01-02-18.wav,speech,happy,normal,2,female
03-01-03-01-01-02-19.wav,speech,happy,normal,2,male
03-01-03-01-01-02-20.wav,speech,happy,normal,2,female
03-01-03-01-01-02-21.wav,speech,happy,normal,2,male
03-01-03-01-01-02-22.wav,speech,happy,normal,2,female
03-01-03-01-01-02-23.wav,speech,happy,normal,2,male
03-01-03-01-01-02-24.wav,speech,happy,normal,2,female
03-01-03-01-02-01-01.wav,speech,happy,normal,1,male
03-01-03-01-02-01-02.wav,speech,happy,normal,1,female
03-01-03-01-02-01-03.wav,speech,happy,normal,1,male
03-01-03-01-02-01-04.wav,speech,happy,normal,1,female
03-01-03-01-02-01-05.wav,speech,happy,normal,1,male
03-01-03-01-02-01-06.wav,speech,happy,normal,1,female
03-01-03-01-02-01-07.wav,speech,happy,normal,1,male
03-01-03-01-02-01-08.wav,speech,happy,normal,1,female
03-01-03-01-02-01-09.wav,speech,happy,normal,1,male
03-01-03-01-02-01-10.wav,speech,happy,normal,1,female
03-01-03-01-02-01-11.wav,speech,happy,normal,1,male
03-01-03-01-02-01-12.wav,speech,happy,normal,1,female
03-01-03-01-02-01-13.wav,speech,happy,normal,1,male
03-01-03-01-02-01-14.wav,speech,happy,normal,1,female
03-01-03-01-02-01-15.wav,speech,happy,normal,1,male
03-01-03-01-02-01-16.wav,speech,happy,normal,1,female
03-01-03-01-02-01-17.wav,speech,happy,normal,1,male
03-01-03-01-02-01-18.wav,speech,happy,normal,1,female
03-01-03-01-02-01-19.wav,speech,happy,normal,1,male
03-01-03-01-02-01-20.wav,speech,happy,normal,1,female
03-01-03-01-02-01-21.wav,speech,happy,normal,1,male
03-01-03-01-02-01-22.wav,speech,happy,normal,1,female
03-01-03-01-02-01-23.wav,speech,happy,normal,1,male
03-01-03-01-02-01-24.wav,speech,happy,normal,1,female
03-01-03-01-02-02-01.wav,speech,happy,normal,2,male
03-01-03-01-02-02-02.wav,speech,happy,normal,2,female
03-01-03-01-02-02-03.wav,speech,happy,normal,2,male
03-01-03-01-02-02-04.wav,speech,happy,normal,2,female
03-01-03-01-02-02-05.wav,speech,happy,normal,2,male
03-01-03-01-02-02-06.wav,speech,happy,normal,2,female
03-01-03-01-02-02-07.wav,speech,happy,normal,2,male
03-01-03-01-02-02-08.wav,speech,happy,normal,2,female
03-01-03-01-02-02-09.wav,speech,happy,normal,2,male
03-01-03-01-02-02-10.wav,speech,happy,normal,2,female
03-01-03-01-02-02-11.wav,speech,happy,normal,2,male
03-01-03-01-02-02-12.wav,speech,happy,normal,2,female
03-01-03-01-02-02-13.wav,speech,happy,normal,2,male
03-01-03-01-02-02-14.wav,speech,happy,normal,2,female
03-01-03-01-02-02-15.wav,speech,happy,normal,2,male
03-01-03-01-02-02-16.wav,speech,happy,normal,2,female
03-01-03-01-02-02-17.wav,speech,happy,normal,2,male
03-01-03-01-02-02-18.wav,speech,happy,normal,2,female
03-01-03-01-02-02-19.wav,speech,happy,normal,2,male
03-01-03-01-02-02-20.wav,speech,happy,normal,2,female
03-01-03-01-02-02-21.wav,speech,happy,normal,2,male
03-01-03-01-02-02-22.wav,speech,happy,normal,2,female
03-01-03-01-02-02-23.wav,speech,happy,normal,2,male
03-01-03-01-02-02-24.wav,speech,happy,normal,2,female
03-01-03-02-01-01-01.wav,speech,happy,strong,1,male
03-01-03-02-01-01-02.wav,speech,happy,strong,1,female
03-01-03-02-01-01-03.wav,speech,happy,strong,1,male
03-01-03-02-01-01-04.wav,speech,happy,strong,1,female
03-01-03-02-01-01-05.wav,speech,happy,strong,1,male
03-01-03-02-01-01-06.wav,speech,happy,strong,1,female
03-01-03-02-01-01-07.wav,speech,happy,strong,1,male
03-01-03-02-01-01-08.wav,speech,happy,strong,1,female
03-01-03-02-01-01-09.wav,speech,happy,strong,1,male
03-01-03-02-01-01-10.wav,speech,happy,strong,1,female
03-01-03-02-01-01-11.wav,speech,happy,strong,1,male
03-01-03-02-01-01-12.wav,speech,happy,strong,1,female
03-01-03-02-01-01-13.wav,speech,happy,strong,1,male
03-01-03-02-01-01-14.wav,speech,happy,strong,1,female
03-01-03-02-01-01-15.wav,speech,happy,strong,1,male
03-01-03-02-01-01-16.wav,speech,happy,strong,1,female
03-01-03-02-01-01-17.wav,speech,happy,strong,1,male
03-01-03-02-01-01-18.wav,speech,happy,strong,1,female
03-01-03-02-01-01-19.wav,speech,happy,strong,1,male
03-01-03-02-01-01-20.wav,speech,happy,strong,1,female
03-01-03-02-01-01-21.wav,speech,happy,strong,1,male
03-01-03-02-01-01-22.wav,speech,happy,strong,1,female
03-01-03-02-01-01-23.wav,speech,happy,strong,1,male
03-01-03-02-01-01-24.wav,speech,happy,strong,1,female
03-01-03-02-01-02-01.wav,speech,happy,strong,2,male
03-01-03-02-01-02-02.wav,speech,happy,strong,2,female
03-01-03-02-01-02-03.wav,speech,happy,strong,2,male
03-01-03-02-01-02-04.wav,speech,happy,strong,2,female
03-01-03-02-01-02-05.wav,speech,happy,strong,2,male
03-01-03-02-01-02-06.wav,speech,happy,strong,2,female
03-01-03-02-01-02-07.wav,speech,happy,strong,2,male
03-01-03-02-01-02-08.wav,speech,happy,strong,2,female
03-01-03-02-01-02-09.wav,speech,happy,strong,2,male
03-01-03-02-01-02-10.wav,speech,happy,strong,2,female
03-01-03-02-01-02-11.wav,speech,happy,strong,2,male
03-01-03-02-01-02-12.wav,speech,happy,strong,2,female
03-01-03-02-01-02-13.wav,speech,happy,strong,2,male
03-01-03-02-01-02-14.wav,speech,happy,strong,2,female
03-01-03-02-01-02-15.wav,speech,happy,strong,2,male
03-01-03-02-01-02-16.wav,speech,happy,strong,2,female
03-01-03-02-01-02-17.wav,speech,happy,strong,2,male
03-01-03-02-01-02-18.wav,speech,happy,strong,2,female
03-01-03-02-01-02-19.wav,speech,happy,strong,2,male
03-01-03-02-01-02-20.wav,speech,happy,strong,2,female
03-01-03-02-01-02-21.wav,speech,happy,strong,2,male
03-01-03-02-01-02-22.wav,speech,happy,strong,2,female
03-01-03-02-01-02-23.wav,speech,happy,strong,2,male
03-01-03-02-01-02-24.wav,speech,happy,strong,2,female
03-01-03-02-02-01-01.wav,speech,happy,strong,1,male
03-01-03-02-02-01-02.wav,speech,happy,strong,1,female
03-01-03-02-02-01-03.wav,speech,happy,strong,1,male
03-01-03-02-02-01-04.wav,speech,happy,strong,1,female
03-01-03-02-02-01-05.wav,speech,happy,strong,1,male
03-01-03-02-02-01-06.wav,speech,happy,strong,1,female
03-01-03-02-02-01-07.wav,speech,happy,strong,1,male
03-01-03-02-02-01-08.wav,speech,happy,strong,1,female
03-01-03-02-02-01-09.wav,speech,happy,strong,1,male
03-01-03-02-02-01-10.wav,speech,happy,strong,1,female
03-01-03-02-02-01-11.wav,speech,happy,strong,1,male
03-01-03-02-02-01-12.wav,speech,happy,strong,1,female
03-01-03-02-02-01-13.wav,speech,happy,strong,1,male
03-01-03-02-02-01-14.wav,speech,happy,strong,1,female
03-01-03-02-02-01-15.wav,speech,happy,strong,1,male
03-01-03-02-02-01-16.wav,speech,happy,strong,1,female
03-01-03-02-02-01-17.wav,speech,happy,strong,1,male
03-01-03-02-02-01-18.wav,speech,happy,strong,1,female
03-01-03-02-02-01-19.wav,speech,happy,strong,1,male
03-01-03-02-02-01-20.wav,speech,happy,strong,1,female
03-01-03-02-02-01-21.wav,speech,happy,strong,1,male
03-01-03-02-02-01-22.wav,speech,happy,strong,1,female
03-01-03-02-02-01-23.wav,speech,happy,strong,1,male
03-01-03-02-02-01-24.wav,speech,happy,strong,1,female
03-01-03-02-02-02-01.wav,speech,happy,strong,2,male
03-01-03-02-02-02-02.wav,speech,happy,strong,2,female
03-01-03-02-02-02-03.wav,speech,happy,strong,2,male
03-01-03-02-02-02-04.wav,speech,happy,strong,2,female
03-01-03-02-02-02-05.wav,speech,happy,strong,2,male
